Sentences,Label
You look like a boy.,disgust
"No, a guy would say, &quot;I&#39;ll never sleep with anyone else.&quot;",disgust
"I mean, I ... I&#39;ll never have a first kiss again.",sadness
Thank you so much for coming back.,joy
Not now! These are my Thanksgiving pants!,joy
No!,anger
"Oh, would you watch that Monica?",joy
"I just wrote down all your high scores, how sad.",joy
"Ok, I&#39;m next. Do not do it! Don&#39;t start another game! I said I&#39;m next! Phoebe!",anger
Oh sorry. I didn&#39;t hear you for all the wins.,joy
Chandler! Phoebe is hogging the game!,anger
No there won&#39;t be! I promise I&#39;ll finish that turkey!,joy
Quite right!,joy
Because I&#39;m a Tribbiani!,joy
We can eat!,joy
Watch this!,joy
"Yes, really! With a beautiful view ...",joy
"He ... he ... he went in, he ... he came to San Diego.",joy
"It&#39;s inside! Oh, did you hear that, Marcel? San Diego. San Diego!",joy
You&#39;re making a big mistake here.,disgust
It really helped speed up the process!,joy
Yes! yes ... The hard part is over!,joy
"Not the hard part, honey! The hard part is what comes next, I mean, aren&#39;t you worried about the results?",fear
You can&#39;t have it.,anger
Give it to me!,anger
No,anger
I&#39;m going.,anger
Lol!,joy
Damn you Monica Geller indent Bing!,anger
"What we have done is wrong. God, I just had sex with someone who wasn&#39;t alive on the Bicentennial.",disgust
"Well, that&#39;s different. My lie didn&#39;t make one of us a criminal in 48 states. What were you thinking?",disgust
I wasn&#39;t thinking. I was too busy falling ...,joy
Do not say that.,fear
...in love with you.,joy
Sorry.,sadness
"Well, drop out.",anger
"You know, you shouldn&#39;t even be here, it&#39;s a school night.",anger
They are like those women you see with brilliant guys named Chad.,disgust
I&#39;m Joan Collins.,disgust
You. As if I haven&#39;t done enough.,anger
"Oh God, go away!",anger
Go out!!,anger
Go out!!,anger
Go out!,anger
!,anger
"Okay, I know! I know. Yes, everything will be fine.",joy
Oh my God ... What will you do now?,fear
I can&#39;t watch!,fear
Terrified.,fear
Oh-hey-hey-hey! Here you are!,joy
Good! Maybe I will too!,joy
MY SANDWICH !!!!!!,anger
"Yes, he said he had to go out of town suddenly.",sadness
"He&#39;s avoiding me, he doesn&#39;t want to tell me where my father is.",sadness
She knows and doesn&#39;t tell me.,sadness
"Aww Pheebs, how disgusting!",sadness
"Yeah, well, not &quot;Aww Pheebs, that sucks!&quot; I still.",sadness
"Uh, Phoebe, some people call it breaking in and coming in.",fear
"Well, are any of those people here ?!",anger
"Ohh, so cute.",joy
"Uh-huh, well! But umm, I&#39;m still mad at you.",anger
"Janice. Hi Janice. Ok, here we are. I don&#39;t think we should go out anymore. Janice.",sadness
"All right. Well, there you are. Stop it, stop it, stop it.",anger
"Well, you should be embarrassed.",disgust
"I did, but it was really fun.",joy
I am going crazy! All right? Do you have anything around here that looks homemade?,fear
"Hey, thanks a lot.",joy
"Oh. Oh, I just can&#39;t believe Clark supported me!",anger
"Oh, what are you, stupid? It&#39;s been three hours.",anger
"I should just move on to happier things, okay? Umm, why don&#39;t you tell about your beautiful wedding?",sadness
Hey Ross! I brought backups.,joy
"Oh great! What, did you bring Joey?",joy
"Ohh, Joey has some nicer friends!",joy
"Ohh, and the cutest girl!",joy
You are so sweet!,joy
"Ohh, you are so sweet!",joy
"You better do something, or I&#39;ll walk out that door now! Good? Are you going to?",anger
"How could you catch a hitchhiker ?! It could be a rape ..., a rapist or a killer or something!",fear
You know what? I&#39;m not talking to you! Go back to sleep! Are you a rapist ?!,anger
No!,anger
"Ooh, I&#39;ll play! I will play!",joy
How rude.,disgust
Ugh.,disgust
You are the worst best man ever!,anger
"Dude, this is not funny!",anger
What am I going to do ?!,fear
What&#39;s the difference ?!,anger
"Dude, what should I do",fear
"Oh, Joey, I have such a problem!",fear
"I don&#39;t care, Rach! Look, I&#39;m tired of being the guy who knows all the secrets but can&#39;t tell anyone!",disgust
And you shouldn&#39;t gossip !!,disgust
I&#39;m not listening to you!,anger
Oh! Yay! Look! There is a piece that has no floor!,joy
So you like drums!,joy
Is fantastic!,joy
So yay!,joy
Tequila!!,joy
It is funny.,joy
Yup! And he said really bad things that were only partially true.,sadness
I&#39;ll go over there and teach that boy a lesson.,anger
"Joey, please don&#39;t do this. I think we better forget about it.",fear
It&#39;s easy for you to say you weren&#39;t nearly killed.,anger
"Oh Maria. You can&#39;t tell her no, it&#39;s like this gym covered in Lycra spandex ... honey.",joy
No!,anger
"Oh no, you&#39;ll have to come.",fear
Pheebs!,joy
Hey!,joy
"Oh. No! No wait, it&#39;s weird!",disgust
That&#39;s weird!,disgust
I think so too. And that little flap? Great for holding my lipstick.,joy
IS! Do you know what Jake says? That women&#39;s underwear is actually more comfortable. And she loves the way the silk feels against her skin.,joy
"Yeah, well, the next thing you know, she&#39;ll tell you that your high heels are good for her posture!",disgust
"Oh yeah, he looked like a real woodcutter in those pink laces.",disgust
"Okay, whatever.",disgust
"Obviously! Oh Joey, this ring I ... it&#39;s beautiful, I love it!",joy
Hey!,joy
"No, no, no, don&#39;t you dare get rid of me.",anger
"I&#39;m thinking, cha-ching!",joy
"Yup! Well done, man! Still got the egg, huh?",joy
&quot;Happy birthday!&quot;,joy
Damn!,anger
Rach? Hello!,joy
Hello!,joy
No-no wait-wait! I can&#39;t let you hang up! Please talk to me.,fear
"It&#39;s just that I, uh, have been working on this nonsense and nonsense job for ten years and nobody here even knows I exist!",sadness
I&#39;ve been talking to you about killing me for five minutes and nobody has even looked up from their desk.,sadness
"Uh, I&#39;ll kill myself!",sadness
What am I going to do?,fear
"Thanks, but I have a problem here.",fear
"Well, I actually saved a little bit for you Phoebe.",joy
"Come on Joey, don&#39;t make me feel bad about that.",sadness
"No, I will!",anger
Quite right!,anger
"Yes, you made me feel really guilty for dating that girl!",anger
As if I did something terrible to you!,anger
"And now Pheebs, you are doing the same thing!",anger
That ... it&#39;s not the same! This is,anger
"Okay, my girlfriend from the other night was special. She was a scientist too!",anger
"Well, she graduated from high school!",anger
I don&#39;t have time to convince you because he&#39;s only here for four hours and I&#39;m going to visit him!,anger
Good!,anger
And!,anger
Good!,anger
And!,anger
"What are you still doing here?! I told you, lobster ravioli!",anger
"Okay, that&#39;s great. No, I&#39;m ... Oh.",joy
"Oh. Thanks. Ohhh, thanks a lot. Oh, thanks for coming. Uh, just a second!",joy
And!,joy
Let it go!,anger
No! Let it go!,anger
No!,anger
Give me this!,anger
Let it go!,anger
"Look, look at your man, Ewing. Nice Shot. You know what, he couldn&#39;t hit the water if he were standing in a boat.",disgust
"The Celtics? Ah. They couldn&#39;t hit a boat if ... wait. They suck, okay?",disgust
"Oh shut up. You know, it&#39;s a year of rebuilding. You ... waah!",anger
"Honey, just give me one more chance, okay, we&#39;ll start all over again. We will return to Aruba.",fear
"Dr. Farber, we have a bit of an emergency here ... Jason Costalano is choking on his servant.",fear
Oh God...,fear
"Look, please, please don&#39;t go anywhere, okay?",fear
I hate you!,anger
Yes ... I&#39;m pretty sure I&#39;ll marry him again.,joy
"What are you talking about?! Mindy, the boy is the devil! It&#39;s Satan in a lab coat!",disgust
"Please, right now, no, every time I see it it&#39;s like &quot;Is it at a loss?&quot; &quot;Are you looking at me?&quot;",fear
I don&#39;t have time for this.,anger
Mine started first!,anger
Uh Oh.,fear
We will be there.,joy
"Great. Ah, see you then.",joy
"Okay, rock on.",joy
"Umm, candles, champagne, yeah, anniversaries are great.",joy
"Nothing like this in this life, money in the bank, so Rachel and I broke up.",sadness
"Oh yes, I would love it.",joy
Oh great! Me too.,joy
Because! You could live my fantasy!,joy
"Okay, I can do it! Oh, by the way, me",joy
"Oh, I just wanted to say &quot;Hey!&quot;",joy
"No, but they blocked me from personal shopping. Which is just a file",sadness
"Come on, don&#39;t peek!",joy
"Okayyyyy, open up!",joy
"Yes, it&#39;s for our catering business!",joy
"You know, hey! You&#39;re the one who finished, remember?",anger
"Noo !! I do not care! I&#39;m not, I won&#39;t play one-on-one strip poker with you to practice!",anger
"Isn&#39;t that amazing ?! Monica and Chandler, get married.",joy
"I know, they will be",joy
"Ohh ... I mean two best friends falling in love, how often does that happen?",joy
No! I am so happy for them!,joy
Me too! So happy for them!,joy
"Well, I&#39;m replacing him as a food critic for the Chelsea Reporter.",joy
"Wow, Monica! What an incredible opportunity to influence ... dozens of people.",joy
"How can you say yes, what about our restaurant business?",anger
Estate !!,joy
"Oh, in that case ... Yay! It was I who jumped aboard.",joy
"Hey guys! Hey, Ross, quick question for you. Are you ready for the party?",joy
"I know you can&#39;t stand being in the same room as me, so I thought I&#39;d try to apologize on the phone.",sadness
"Look, I never should have kissed your girlfriend, but I am",fear
Stop calling !!,anger
"Hey! Hey! Hey! That&#39;s 92.3, WXRK, K-Rock for our $ 1,000 daily challenge.",joy
So?! This does not give you the right to ditch me!,anger
I don&#39;t accept this rule.,anger
"When we make plans, I expect you to show up.",anger
"Okay, I can&#39;t just be a way to kill time until you meet someone better!",anger
"You know, boyfriends and girlfriends come and go, but this is for life!",anger
Ooh beautiful.,joy
One thing is missing.,sadness
"I want to become the ultimate fighting champion! It is the most intense physical competition in the world, prohibited in 49 states!",joy
"Monica, I want you there in the front row when I win.",joy
I want you close enough to smell the blood.,joy
My parents will be so happy.,disgust
"When you were talking about Roger, I was killing myself!",sadness
"I know you probably don&#39;t want to go out with me, you know why I make too many jokes and I&#39;ve never been in a serious relationship and I guess I&#39;m not technically a &quot;doctor ...&quot;",sadness
Oh yes.,joy
Hey!,joy
Welcome back!,joy
Hey! Can we pick up where we left off?,joy
That! That! That! That! That! That!,disgust
Oh no! Oh no! Oh no! Oh no! No! No! No!,disgust
Oh my God Stu! I can&#39;t believe you did it! Are you absolutely sure now that she is a prostitute?,disgust
You would watch them. Will I ever find a boyfriend again? I will die as an old maid.,sadness
"Well yes, I lied before.",sadness
Will you really do it?,fear
Yes. I will have a baby. I will have a baby. I will have a baby!,joy
You said I was boring - Ohh!,anger
"Okay, I&#39;m leaving!",anger
Because I&#39;m not spending another day with someone who&#39;s going to sabotage my every move.,anger
It&#39;s you Rachel!,anger
"And you! I throw myself at you and you say no, how gay are you?",anger
"I can&#39;t believe Jill is gone. I can&#39;t help it, I opened a gate.",sadness
Look! This is ridiculous. We should pack you !!,anger
Great! Monica is moving!,joy
"No Phoebe, I&#39;m crazy!",anger
"Yes, I&#39;m just crazy!",anger
"Oh great! Wow! Yes, it is comfortable.",joy
"Because all I can do now is pregnancy stuff, it annoys me",sadness
"See, didn&#39;t I tell you ?! You&#39;re already overtaking Ross!",joy
It&#39;s so sweet!,joy
No!,anger
"Listen uh, you could put Kathy on, I want to apologize.",sadness
I have to say it&#39;s nice to see you back on your feet.,joy
I wrote the gannets.,joy
No.,sadness
"Not a big deal, alright, I&#39;m fine.",fear
"Mon, look at you. You have a cookie on your neck.",disgust
"Ok, the other night I was leaving the museum just as &#39;Laser Floyd&#39; came out of the planetarium, without even trying I sold 50 boxes!",joy
"It was then that the key to my success came to mind, &quot;the munchies&quot;. So I started going to New York University dorms around midnight.",joy
I sell cookies by chance.,joy
They call me: &quot;Cookie Dude!&quot;,joy
Myself! On my computer.,joy
Wire!,joy
Point! Where are the disposable cameras?,joy
No. I&#39;m sorry man.,sadness
Ohh! It&#39;s so nice to meet you. Hello.,joy
Yup!,joy
Quite!,anger
This game makes no sense!,anger
You know what? You are just angry because you are losing.,joy
Let me think. Let me think - Oh! I do not care,anger
"Choose, you idiot!",anger
"Ok, you&#39;ve chosen the Gimmie card! Get all of Ross&#39;s points!",joy
This game is pretty fun.,joy
Ross very funny!,joy
"Come in man! Flirt again, mix!",joy
"Yeah, I&#39;m-I&#39;m there.",joy
"Okay, here you go.",fear
"Tell me, huh? Oh no-no-no, I&#39;m not with her, it&#39;s just Monica! Ewwuck!",disgust
"Oh honey, I&#39;m so sorry, you were right, that&#39;s great!",joy
"Went! I mean, his amazing Pheebs. I feel so free and so graceful. Hey! Watch out for the horse! Sorry!",joy
"No. I&#39;m alone, I want, I need to be alone.",sadness
Aprilo! Aprilo! Aprilo!,joy
Yeah baby!,joy
So we have never heard of your wedding!,joy
What&#39;s wrong? Custard? Good. Marmalade? Good. Meat? Goooooood.,joy
Hey!,joy
Hello!,joy
Sure!,joy
I&#39;d like to!,joy
"Well, I can&#39;t give you a massage, because my license has been revoked again!",sadness
"I know, don&#39;t I?",joy
Yes! And I also put it on sale.,joy
So? Come on! Explain Geller! Get my Rachel pregnant first!,anger
You did it!,anger
"Yes. Yes, yes, I did. But ... but it was, it was just a one night stand. It meant nothing.",fear
Oh? Really? Is this what my daughter means to you? Nothing?,anger
"No! No sir umm, you mean a lot to me. I mean, I&#39;m interested - I love Rachel.",fear
Oh really? Is this how you treat a friend? Do you get her in trouble and then refuse to marry her?,anger
Hey! I offered to marry her!,anger
Well why not? So can you spend your time with this bum ?!,anger
"I know what time it is, but I&#39;m looking at the WENUS and I&#39;m not happy! ...",anger
Good!,joy
"&quot;Oh, Chandler, now, now, that&#39;s it. There, faster!&quot;",joy
We won. We won!,joy
Oh sorry.,sadness
I am free! I am free!,joy
"Aww, is it broken?",sadness
"Whoa, jam! I love the jam! Hey, how come we never make jam in our house?",joy
Oh Joey no!,fear
"No thanks, I also have a good one. I, I, I can&#39;t see it.",fear
"It&#39;s so weird, because every time I go to the dentist, I look at the hygienist&#39;s blouse.",joy
It was terrible. I felt terrible at how I acted when you said those wonderful things.,sadness
"No, no, that-that, it&#39;s all right. Umm, I&#39;m just glad you called.",joy
"Yes, I know, it&#39;s my birthday. We should all be here.",sadness
"Okay, Elizabeth Hurely ...",joy
"Eh, you know what, she&#39;s political, she probably wouldn&#39;t let you, unless you donated four cans of food first.",disgust
IS !! Isabella Rosselini.,joy
"Ooh-hoo. Very hot, very sexy. But ah, you know it&#39;s too international, you know it will never be there.",joy
No no no! Federal regulations!,anger
There is no Rachel!,anger
I am not well. Here it comes.,fear
"I, I&#39;m sorry you didn&#39;t go to Spacecamp, and I hope maybe somehow this can fix it.",sadness
Introducing Sarah Tuttle&#39;s very special private space camp!,joy
Oh come on! Here we are! Wait for the mission countdown!,joy
"It&#39;s not, I mean, it&#39;s nothing, I&#39;m fine.",sadness
They are my friends.,sadness
They have a sympathy problem with you.,sadness
"In this, um, they don&#39;t.",sadness
They don&#39;t see all the good things and all the sweet things.,sadness
"Well, hey! My surprise. But that&#39;s just because you&#39;re not eating anything, right?",joy
I can&#39;t believe we&#39;re here.,joy
No!! You screwed us all day!,anger
"I mean, we should also get free stuff!",anger
Yup!,joy
"I didn&#39;t want to touch it, I mean",fear
Hey Pheebs!,joy
Hey!,joy
Check it out. How much am I a man?!,joy
Move it! Move it! Move it !! Hey !!! I am the teacher !!,anger
I can not do that.,sadness
"Well, oh, Mark, I&#39;m doing this for the wrong reasons, you know?",sadness
"I&#39;m sorry, it&#39;s not very fair to you.",sadness
Oh God. I&#39;m sorry about that.,sadness
Here she is! Future fashion superstar!,joy
My little sister Dina!,joy
"I once saw this movie where there was a door and no one knew what was behind it, and when they finally opened it millions and millions and millions of insects came out and feasted on human flesh.",disgust
Stupid closet full of bugs!,anger
"Joey. Joey, something looks weird and it&#39;s no good weird. I don&#39;t - Whoa !!",fear
"Well, maybe we will. Oh!",joy
Cold!!,joy
"Nothing. It&#39;s just old and dirty, that&#39;s all.",disgust
I highly doubt it.,anger
"Oh yeah. If you move your basket, you see what color the tile was. Yes.",disgust
I can&#39;t live like this! What we will do? What we will do?,fear
It&#39;s a little more than I wanted to see.,disgust
I can&#39;t leave him! You dug a hole in my dirty floor.,anger
"You know it&#39;s cute, you know we could put it back there after the surgeons removed it from your colon!",anger
Hey!,joy
"So great. Oh, we took a nap today and my mom fell asleep on my tummy and purred.",joy
"Hey, Pheebs! It&#39;s Joey!",joy
"Ehi, Joey!",joy
Hey!,joy
Ooh!,joy
Ooh!,joy
"And I was about to go say &quot;hi!&quot; but then I thought, he doesn&#39;t care if he looks like you.",joy
"A little, but I just enjoyed it too much.",joy
"Good luck, baby.",joy
JOEY !!!!!!,joy
I don&#39;t think you spent my wedding fund in the beach house!,anger
All right! All right! It was the best nap ever!,joy
Why is it strange!,disgust
No...,sadness
"I am so sorry! No, I&#39;m sorry! No, I&#39;m sorry! No, I&#39;m sorry!",sadness
"Hi Phoebe Abott, I&#39;m your best friend daughter!",joy
"Chandler, Chandler, do you know what we should do? You and I should go out and get some new sunglasses.",joy
"I uh, oh! Because, uh, I haven&#39;t really paid the bill",sadness
"Look, forget it, okay?",anger
"Look, I know things have been a little tense since Janine left.",sadness
"Oh, era sexy.",joy
Whoa ho.,joy
"Hi everyone, Pheebs is here!",joy
Phoebe!,joy
"Ehi, Pheebs!",joy
"Phoebe, woo!",joy
"Well, help the bee look tough in front of its bee friends. The bee is happy and I&#39;m definitely not.",sadness
Come on man! You&#39;ve been here all day!,anger
Hello guys!,joy
"I&#39;m just saying, if I see another picture of Ed Begley, Jr. in that",disgust
"Excuse me, please? I&#39;m looking to make a date here.",anger
"Ross, this is too difficult.",sadness
If we broke up and I lost you ...,fear
Was it my job? Were they crazy? Was it Jack? Did he scream ?!,fear
Thanks God.,joy
"... DUMB, DRUNKEN, BITCH !!! Thank you thank you",anger
Oh no.,disgust
What kind of profit is that ?! And you call yourself an accountant.,anger
"Yes, you are so smart!",joy
"Aww, you are so cute!",joy
What happens to her?,disgust
"Dude, you are sick.",disgust
"OK, is there a mute button on this woman?",disgust
"Well, if you know I&#39;m a widower.",sadness
Oh that&#39;s awful. I&#39;m-I&#39;m really sorry.,sadness
"Hey! Guys, I&#39;m writing a holiday song for everyone. Do you want to hear it?",joy
"Pheebs, that&#39;s great!",joy
Oh yes!,joy
I know but it&#39;s so hard! Nothing rhymes with your stupid name!,disgust
"Just uh, stand up.",fear
Take a couple of deep breaths.,fear
Look confident.,fear
I only came because I want to talk to you about something.,fear
Are you farming?,anger
"Oh, I just had a baby.",joy
Mazel tov!,joy
"Oh, wow! I should go. I have an appointment tonight.",joy
"Hey! Ooh, how was your first day at a restaurant?",joy
Then she will have to come back here and live all alone.,sadness
"Look, I&#39;m sorry about that whole thing with Roger.",sadness
"I&#39;m sorry, I thought I could and I can&#39;t!",sadness
Hey!,joy
Hey!,joy
Hello!,joy
"Come on! Please pay attention, I could wake up at any time!",anger
"No-no-no, that&#39;s not Joshua.",anger
"Anyway, Rachel, I&#39;m sorry you can&#39;t stay, but the rest of us have a",sadness
"Hi, Joey. Well well, look what you brought. Very beautiful.",joy
Noooooooo !!,anger
Pheebs! Hey Pheebs!,joy
"Okay, well, we felt really bad about it, so we decided to go on a little trip together!",joy
"Well, we thought we were all going to a picnic in Central Park!",joy
"Yes, all of us! All day!",joy
How disgusting!,disgust
"You know, I wanted to talk to you about this whole little, new European thing you&#39;re doing, and I just have to tell you it makes me very uncomfortable and I ... you know ... stop!",anger
"Okay, but don&#39;t take it in my mouth.",disgust
Makes me want to throw up!,disgust
I guess I&#39;m done with the whole dating thing.,sadness
It is another thing in my life that is suddenly completely different.,sadness
This is difficult.,sadness
"Wait until uh, wait the first time your baby grabs your finger.",joy
You have no idea.,joy
"Oh no, I think I&#39;ll go home and eat ten bars of chocolate.",sadness
Hello! Hello Mom.,joy
"This is a great party! 35 years. Really impressive, do you have any pearls of wisdom?",joy
Congratulations to you two!,joy
Thanks ... we&#39;re so excited,joy
"Plus, congratulations on your wedding.",joy
Just because he has a bigger boat does he think he can occupy the entire river.,disgust
Get out of the way!,anger
Who calls their Coast Guard boat anyway?,disgust
"Yes, but I couldn&#39;t see it.",sadness
"No, no, no, I wouldn&#39;t make you alone, I mean it would be weird.",disgust
"Oh, it will be so much fun!",joy
You&#39;re excited?,joy
"Um, alright! Ok. All right. Now we need the seed of a righteous man.",joy
Eww!,disgust
I&#39;m so sorry I spilled wine all over your shirt.,sadness
"Oh, that&#39;s perfect!",joy
We are bad people.,disgust
Hey!,joy
Let&#39;s do the show!,joy
"Okay, here he comes. I will, I will tell him that I will be strong.",fear
There will be no wedding. Ross and I are not getting married.,sadness
I&#39;m sorry dad.,sadness
"Oh now dad, take it easy. Please.",fear
Keep calm?!!,anger
How do you expect me to stay calm ?!,anger
This is unacceptable Rachel!,anger
And I want to know why? !!,anger
Is it because that punk Ross won&#39;t marry you ?!,anger
Is that so?,anger
"Yes. Yes, it says they are damaged goods.",sadness
Absolutely!,joy
Now get out of here!,joy
"Look, is there something wrong with me?",sadness
"I mean, why am I only attracted to guys with no future?",sadness
"Either they&#39;re too old, or they&#39;re too young, and then there&#39;s Pete who&#39;s ... who&#39;s crazy about me, and who&#39;s absolutely perfect for me, and there&#39;s like zip going!",sadness
"I mean, seriously, does it seem like something is wrong with me?",sadness
Do you know what else I will not miss?,anger
&quot;I&#39;m Monica.,anger
I wash the toilet 17 times a day.,anger
Even if there are people! &quot;,anger
"&quot;Hi I&#39;m Rachel, is my sweater too tight? No? Oh, better wash it and shrink it!&quot;",anger
"&quot;I&#39;m Monica, I don&#39;t get any phone messages from interesting people. Never!&quot;",anger
"&quot;Oh my God, I love Ross! I hate Ross! I love Ross! I hate Ross!&quot;",anger
"&quot;Oh my God, I can&#39;t find a boyfriend!",anger
So I guess I&#39;ll stumble into the hallway and sleep with the first guy I find in there! &quot;,anger
I&#39;m so sorry about yesterday.,sadness
I&#39;m-I&#39;m really sorry.,sadness
"And to be honest, I still have feelings for you.",joy
"And I wish we can work it out, Ross, but we can&#39;t.",sadness
"It&#39;s too complicated with you, Rachel and the baby, I-I… it just wasn&#39;t meant to be.",sadness
"Ross, we ... we have to be strong. Okay, I&#39;ll go. I can? To remind you?",sadness
"Ok, look! When it is too much is too much!",anger
"No! I don&#39;t care what my hormones are doing, I won&#39;t just do it with a random guy!",disgust
"I know, I probably shouldn&#39;t even tell you, but I&#39;m pretty much totally intimidated by you.",fear
Yes that would be great. I would love it.,joy
Hello. What a manipulative bitch.,disgust
"Chandler, I found the perfect ring.",joy
"Oh my God Chandler, the one you picked is gone. It&#39;s over!",anger
"Phoebe, I asked you to keep the ring!",anger
"We can, we can go to Aruba!",joy
"When I went there on what was going to be our honeymoon, it was, uh ... it was really cool.",sadness
You would like it.,sadness
I&#39;m kidding! I&#39;m kidding!,joy
"Sure, now I&#39;m afraid.",fear
"Yes, but I don&#39;t want to die!",fear
"No-no, it will be fun! We can go back and we can haunt these guys!",joy
Hello!,joy
I can&#39;t say goodbye.,sadness
My whole mouth is filled with saliva!,joy
"No! No-no, I love it. Thanks.",joy
"Ok, open our next. Open our neighbor!",joy
Happy Birthday Grandma!,joy
"It&#39;s fun, yes!",joy
I do not know! I see! It is funny!,joy
"I think it&#39;s great. You know, it&#39;s sweet, it&#39;s romantic ...",joy
"No, are you kidding? The boy is a monster ..",disgust
"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where is my disc?",disgust
"The child...? Sorry, uh, this is my record.",anger
"&quot;Yes&quot;, what do you say. Come. Give me!",anger
Hey! Hey! No rough grabs in my ER!,anger
GIVE ME MY PUCK !!,anger
...Now,anger
"Oh look, wish me luck!",joy
Hello!,joy
I&#39;m so glad you can do it.,joy
Yes I know. Is not it fantastic? One less person we need to have a chat with.,joy
"Julie&#39;s cervix is dilated by seven centimeters, about four fingers. The doctor made me feel it.",joy
"No, I don&#39;t think we will.",disgust
We will not.,disgust
Um yes! Thanks.,joy
No Ross! Ross! Ross! My son has no father!,fear
"Okay guys, we can&#39;t turn each other on, okay? That&#39;s just what he wants.",fear
"Oh Monica, we&#39;re so sorry.",sadness
"First of all, for forgetting to have a bachelorette party.",sadness
"Yes, we wanted to give you a big surprise and a nice shower, and now you don&#39;t even have one.",sadness
We ruined everything.,sadness
Ugh,sadness
"No, what he did, it was really sweet.",joy
And some work for the best.,joy
Well now I can spend my shower with the only people I really love!,joy
"I mean, I get all those gifts without having to talk to people I don&#39;t even like!",joy
You did!,joy
"Sorry, I scared you in there.",sadness
I tried to contact you at work. There was a fire.,sadness
All right. Did they all come out well?,fear
"No Phoebe, don&#39;t look! You don&#39;t want to see what&#39;s underneath !!",fear
"Four, please. I&#39;m really nervous. Thanks.",fear
"I have to tell you, I didn&#39;t expect me to like her at all, I mean I didn&#39;t really expect anyone to like me right now, but she&#39;s really awesome.",joy
"Ohh, that&#39;s a shame!",sadness
"Okay, I heard you! Are you able to talk about something else?",disgust
"Hey, the fight is starting!",joy
"Okay, good to know.",sadness
Mr. Bowmont is here !!!,joy
"Oh that&#39;s great, my friend Joey is in the movie business.",joy
"Yes, I always hated that Howie.",disgust
"No, no &quot;How are you?&quot; Man, I don&#39;t even mean a cup of coffee first!",disgust
The nerve huh?,disgust
And!,disgust
"Good! Well, we haven&#39;t seen each other a long time.",joy
And!,joy
"You know, ever since I had that dream about him, and I can&#39;t get it out of my head!",joy
"Okay, okay, you&#39;re right",sadness
How do you know it?,fear
"The next time you want to dump a fire alarm into a garbage chute, don&#39;t wrap it in a blanket that says &quot;Phoebe Buffay&#39;s Property, Not Monica&quot;.",disgust
"Okay, okay, do you have a search warrant? Because the last time I checked this was still America!",anger
"Ugh, thanks!",joy
Thanks!,joy
Oh there he is!,joy
"Ohh, Dio!",joy
"Sound damn, play it!",anger
"I turned it off. Mother of God, I turned it off!",anger
Nngghhh !!!!!!!,anger
This sucks!,anger
"I know, it&#39;s beautiful. Amazing.",joy
Remember when we went to Central Park and rented boats? .. It was fun.,joy
Yeah. He could row like a Viking.,joy
He said he&#39;ll really miss you guys.,sadness
"You had a hard day, huh .. c&#39;mere.",sadness
...I love you.,joy
"Anyway uh, great idea!",joy
Big!,joy
"I mean, have you seen a car go by here in the last hour and a half?",fear
"No! No, I won&#39;t get in the car with Ross, we&#39;ll just have to live here!",anger
Ma se ...,fear
"No guys, I won&#39;t get in the car with him, you&#39;ll have to think about something else.",anger
"Oh well, oh Joey and Chandler are back.",joy
"Yes, well, you are wrong! Okay, you&#39;re wrong.",anger
"Okay, we&#39;ll look into our future and think about our wedding and the days to come.",joy
Don&#39;t laugh at him!,anger
Aww!,joy
We will find love!,joy
Definitely!,joy
This is what makes it so easy for me to be 80% happy for Monica and Chandler!,joy
Exactly!,joy
And!,joy
And!,joy
Oh yeah! We went to the Knicks game.,joy
Then we went to this bar and he put us in touch with all these women!,joy
Wo-women? Do you mean like older women?,disgust
"Phoebe, we are so proud of you! You&#39;re amazing!",joy
Do another hard eight and we&#39;re getting married here tonight.,joy
Yup! I love you! I&#39;ve never loved anyone as much as I love you.,joy
I&#39;ve never loved anyone as much as I love you.,joy
"Okay, so if an eight comes up, we take it as a sign and do it!",joy
Whoa!,joy
All right!,joy
All right! Come on! Here we go! All right!,joy
All right!,joy
Here it is! Here it is!,joy
"Well, that&#39;s it. I finished. Whew! Here comes the meat sweat.",joy
"Well Joey, we&#39;re all ... we&#39;re all very proud of you.",joy
"Ah, just cut me a small piece.",joy
Cut me a real piece!,anger
"Phoebe, you said it was urgent!",anger
Do you realize that I have a classroom full of students?,anger
"Okay, I can&#39;t imagine, I can&#39;t imagine my life without you.",fear
"Without, without these arms, and your face, and this heart.",sadness
"Your good heart Rach, and, and ...",sadness
"I can&#39;t, you are a completely different person to me now.",sadness
"I thought of you as someone who would never, never hurt me, never.",sadness
"It just changed, everything.",sadness
Forever.,sadness
So how come?,sadness
Hello!,joy
Uh Oh.,fear
DAI !!!!,anger
"No! No! I can do it one more time! To see? Look! Hmm, noodle soup. Damn!",anger
"They are not!! Ross, they&#39;re just saving them for the important people !! All right?! What if I&#39;m the president ?!",anger
And this isn&#39;t the only hospital in this town and we have no problem ... Whoa!,anger
"Oh God ... Okay. It&#39;s all OK. It&#39;s all OK. All right. Ross, please don&#39;t hate me.",fear
Hi Pheebs!,joy
Hello!,joy
And!,joy
"Ooh, now you&#39;ve lost me.",fear
You stole the phone!,anger
"No. Umm, okay. But as you dial the number, let me show you the features of my new ringing bag. Oh, it works!",fear
Phoebe!,anger
